#gene ID	dictybase ID										
#genename	gene name										
#synonyms	dictybase synonyms										
#annotation	gene annotation										
#go_terms	"GO terms associated with gene. Biological process, Molecular Function and #Cellular Component ontologies are separated by || and each term within the ontology is #separated by comma."										
#domains	Protein domain identified in gene. Separated by comma.										
#polyA	Indicate if gene has polyA tail										
#est_count	Number of ESTs mapping to gene										
#published_mutants	Published mutants of gene. Each strain is separated by ||. The phenotype #for each strain is separated by comma.										
#cell_type	gene enrichment in cell type. Defined using Maeda et al.										
#enrichment_pattern	The clone ID and cell type enrichment pattern reported by Maeda et al.										
#percent_mapability	The percent of mapable transcript nucleotides 										
#											
gene ID	genename	synonyms	annotation	go_terms	domains	polyA	est_count	published_mutants	cell_type	enrichment_pattern	percent_mapability
DDB_G0289573	DDB_G0289573		enhance of yellow 2 homolog		EnY2	Y	7				1
DDB_G0289575	DDB_G0289575				"Chlam_PMP, Chlam_PMP"	Y	2				1
DDB_G0289577	DDB_G0289577		"leucine-rich repeat-containing protein (LRR), cyclin-like F-box containing protein"	"P: biological_process || F: molecular_function, protein binding || C: cellular_component"		Y	2				0.976267
DDB_G0289579	DDB_G0289579					Y					0.669355
DDB_G0289581	DDB_G0289581		GCN5-related N-acetyltransferase	P:  || F: N-acetyltransferase activity || C: 		Y					0.981132
DDB_G0289583	DDB_G0289583		DUF814 family protein	P: biological_process || F: molecular_function || C: cellular_component		Y	12				0.964811
DDB_G0289585	DDB_G0289585		"filamin/ABP280 repeat-containing protein, leucine-rich repeat-containing protein (LRR)"	P:  || F: protein binding || C: 		Y	17				1
DDB_G0289587	DDB_G0289587				RRN3	Y	3				1
DDB_G0289589	DDB_G0289589					Y					0.98773
DDB_G0289591	DDB_G0289591					Y					0.970526
DDB_G0289593	tufM		"elongation factor Tu domain-containing protein, small GTP-binding protein domain-containing protein"	"P: translational elongation || F: translation elongation factor activity, GTPase activity, GTP binding || C: intracellular, mitochondrion"	"GTP_EFTU, GTP_EFTU_D3, GTP_EFTU_D2"	Y	17				1
DDB_G0289595	prpf31	PRP31	pre-mRNA processing factor 31	"P: nuclear mRNA splicing, via spliceosome || F: RNA splicing factor activity, transesterification mechanism || C: U4/U6 x U5 tri-snRNP complex"	"Nop, DUF300, NOSIC, Prp31_C"	Y	25				0.991788
DDB_G0289597	DDB_G0289597					Y					0.88253
DDB_G0289599	comA	"CABP1-related, p24"	"actin binding protein, comitin, mannose binding lectin, B_lectin"	"P: actin filament bundle formation, Golgi localization, response to other organism || F: actin monomer binding, mannose binding, protein homodimerization activity, actin filament binding, actin filament binding, actin filament binding || C: membrane fraction, endosome, Golgi apparatus, Golgi apparatus, Golgi-associated vesicle membrane, rough endoplasmic reticulum membrane, phagocytic vesicle"	"B_lectin, XYPPX, XYPPX, XYPPX, XYPPX"	Y	4				0.996422
DDB_G0289601	pikE	"PIK5, DdPIK5, VPS34"	phosphatidylinositol 3-kinase	"P:  || F: inositol or phosphatidylinositol kinase activity, kinase activity, 1-phosphatidylinositol-3-kinase activity, transferase activity, phosphotransferase activity, alcohol group as acceptor || C: phosphoinositide 3-kinase complex"	"PI3_PI4_kinase, PI3Ka, PI3K_C2"	Y	30	"[AS]pikE: aberrant stalk morphogenesis, decreased growth rate || pikE-: wild type"			0.998369
DDB_G0289603	DDB_G0289603					Y					0.992231
DDB_G0289605	DDB_G0289605			"P: metabolic process || F: monooxygenase activity, flavin-containing monooxygenase activity, oxidoreductase activity, FAD binding, NADP or NADPH binding || C: microsome, intrinsic to endoplasmic reticulum membrane"	FMO-like	Y					1
DDB_G0289607	DDB_G0289607					Y					1
DDB_G0289609	DDB_G0289609		"putative acetoin dehydrogenase, CBS (cystathionine-beta-synthase) domain-containing protein"	"P: biological_process, metabolic process || F: molecular_function, catalytic activity || C: cellular_component"	CBS	Y	17			PstAO SSH475 pattern	1
DDB_G0289611	usp40		"peptidase C19 family protein, putative ubiquitin carboxyl-terminal hydrolase (UCH)"	P: ubiquitin-dependent protein catabolic process || F: ubiquitin thiolesterase activity || C: cellular_component	UCH	Y	18				0.965641
DDB_G0289613	gefAA	RasGEF	"leucine-rich repeat-containing protein (LRR), Ras guanine nucleotide exchange factor"	"P: small GTPase mediated signal transduction, regulation of small GTPase mediated signal transduction || F: guanyl-nucleotide exchange factor activity, protein binding || C: intracellular"	"LRR_1, LRR_1, LRR_1, RasGEF, RasGEF_N"	Y					0.974982
DDB_G0289615	DDB_G0289615				"Ank, Ank, Ank, Ank"	Y	4				0.970106
DDB_G0289617	DDB_G0289617					Y					0.932903
DDB_G0289619	DDB_G0289619		Q94481 Protein cigB (Fragment).		"FNIP, FNIP, FNIP"	Y					0.983161
DDB_G0289621	DDB_G0289621				Pho88	Y	6				1
DDB_G0289623	pex11		"transmembrane protein, peroxisomal biogenesis factor 11, peroxin 11"	"P: peroxisome fission || F: molecular_function || C: peroxisomal membrane, integral to membrane"	PEX11	Y	2				0.994778
DDB_G0289625	DDB_G0289625					Y					0.820438
DDB_G0289627	DDB_G0289627					Y					0.965378
DDB_G0289629	DDB_G0289629					Y	2				1
DDB_G0289631	DDB_G0289631					Y					0.892857
DDB_G0289633	DDB_G0289633		Similar to Dictyostelium discoideum (Slime mold). CIGB protein.		FNIP	Y					0.452328
DDB_G0289635	DDB_G0289635					Y					0.977134
DDB_G0289637	DDB_G0289637		Q94481 Protein cigB (Fragment).	"P:  || F: zinc ion binding, kinase activity, transferase activity || C: intracellular"	"zf-B_box, FNIP, FNIP, FNIP, FNIP, FNIP, FNIP, FNIP"	Y					0.831295
DDB_G0289639	DDB_G0289639					Y					0.394366
DDB_G0289641	DDB_G0289641		Q94481 Protein cigB (Fragment).	P:  || F: zinc ion binding || C: intracellular	"zf-B_box, FNIP, FNIP, FNIP, FNIP"	Y	2				0.759559
DDB_G0289643	DDB_G0289643					Y					0.834673
DDB_G0289645	pemtB	PEMT	"phospholipid methyltransferase family protein, phosphatidylethanolamine N-methyltransferase"	P: phospholipid metabolic process || F: N-methyltransferase activity || C: 	PEMT	Y	4				1
DDB_G0289647	DDB_G0289647					Y					0.924741
DDB_G0289649	DDB_G0289649					Y					0.313609
DDB_G0289651	gtaO		"putative GATA-binding transcription factor, GATA zinc finger domain-containing protein 15"	"P: regulation of transcription, DNA-dependent || F: transcription factor activity, zinc ion binding, sequence-specific DNA binding || C: nucleus"	GATA	Y					0.721535
DDB_G0289653	noxA	gp91phox	"superoxide-generating NADPH oxidase flavocytochrome, flavocytochrome b large subunit"	"P: electron transport chain, sporulation resulting in formation of a cellular spore, sorocarp development, superoxide release || F: iron ion binding, superoxide-generating NADPH oxidase activity, oxidoreductase activity, heme binding, FAD binding, NADP or NADPH binding || C: integral to membrane, NADPH oxidase complex"	"Ferric_reduct, FAD_binding_8, NAD_binding_6"	Y	12	"noxA-: aberrant development, abolished sporulation || noxA-/[act15]:noxA:myc2: aberrant fruiting body morphology"			1
DDB_G0289655	abcG7		ABC transporter G family protein	"P: transport || F: ATP binding, ATPase activity, nucleoside-triphosphatase activity, ATPase activity, coupled to transmembrane movement of substances || C: integral to membrane, ATP-binding cassette (ABC) transporter complex, ATP-binding cassette (ABC) transporter complex"	"ABC_tran, ABC2_membrane"	Y	4				0.948142
DDB_G0289657	abcG4		ABC transporter G family protein	"P: transport || F: ATP binding, ATPase activity, nucleoside-triphosphatase activity, ATPase activity, coupled to transmembrane movement of substances || C: integral to membrane, ATP-binding cassette (ABC) transporter complex"	"ABC_tran, ABC2_membrane"	Y	13				0.950792
DDB_G0289659	rrpA		RNA-directed RNA polymerase	"P:  || F: nucleic acid binding, RNA-directed RNA polymerase activity, helicase activity, ATP binding || C: "	"Helicase_C, ResIII, RdRP"	Y	4				0.321296
DDB_G0289661	kinY	DdKinY	"LISK family protein kinase, protein kinase, TKL group, tyrosine kinase-like protein"	"P: protein amino acid phosphorylation || F: nucleotide binding, protein kinase activity, ATP binding, kinase activity, transferase activity || C: cellular_component"	"Pkinase, Pkinase_Tyr"	Y					0.983917
DDB_G0289663	act5	actin5	actin	"P: cell morphogenesis, cytokinesis, endocytosis, cell motion, chemotaxis, vesicle-mediated transport, phototaxis || F: structural constituent of cytoskeleton, protein binding, ATP binding, myosin binding || C: actin filament, actin cytoskeleton, pseudopodium, cell leading edge"	Actin	Y	66				0.0318021
DDB_G0289665	gefQ	"RasGEFQ, RasGEF"	Ras guanine nucleotide exchange factor	"P: small GTPase mediated signal transduction, regulation of small GTPase mediated signal transduction || F: guanyl-nucleotide exchange factor activity || C: intracellular"	"DEP, RasGEF, RasGEF_N"	Y	5	"[act15]:GFP:gefQ(173-651, 818-1298): increased Ras guanyl-nucleotide exchange factor activity || [act15]:GFP:gefQ(683-833): decreased Ras guanyl-nucleotide exchange factor activity || [act15]:GFP:gefQ(910-1298): aberrant cytokinesis, aberrant phototaxis || gefQ-: abolished Ras guanyl-nucleotide exchange factor activity, abolished phototaxis, abolished sorting to prestalk region, decreased fruiting body size, increased lateral pseudopod formation, increased myosin II assembly, multiple tips in mound || gefQ-/[act15]:GFP:gefQ(172-654): abolished Ras guanyl-nucleotide exchange factor activity, decreased phototaxis || gefQ-/[act15]:GFP:gefQ(910-1298): decreased phototaxis"			0.948435
DDB_G0289667	gefD	"RasGEFD, RacGAP, RasGEF"	"RhoGAP domain-containing protein, Ras guanine nucleotide exchange factor"	"P: signal transduction, small GTPase mediated signal transduction, regulation of Rac protein signal transduction, regulation of small GTPase mediated signal transduction || F: guanyl-nucleotide exchange factor activity, Rac GTPase activator activity || C: intracellular"	"RasGEF, RasGEF_N, RhoGAP"	Y	2	gefD-: wild type			0.991534
DDB_G0289669	DDB_G0289669			"P: signal transduction, intracellular signaling cascade || F: phospholipase C activity, binding || C: "	"TPR_1, TPR_1, TPR_1, TPR_1, TPR_2"	Y	7				0.992624
DDB_G0289671	DDB_G0289671			P: cellular aromatic compound metabolic process || F: hydrolase activity || C: 	Abhydrolase_1	Y	6				0.997688
DDB_G0289673	DDB_G0289673			"P:  || F: kinase activity, transferase activity || C: "		Y					0.889593
DDB_G0289675	adprh		ADP-ribosylarginine hydrolase	"P: protein amino acid de-ADP-ribosylation || F: magnesium ion binding, ADP-ribosylarginine hydrolase activity || C: cellular_component"	ADP_ribosyl_GH	Y	33				0.997458
DDB_G0289677	hbx14		"putative homeobox transcription factor, homeodomain (HOX) containing protein"	"P: regulation of transcription, DNA-dependent, multicellular organismal development || F: DNA binding, transcription factor activity, sequence-specific DNA binding || C: nucleus"	Homeobox	Y					0.429511
DDB_G0289679	DDB_G0289679					Y	15				1
DDB_G0289681	DDB_G0289681					Y					0.99422
DDB_G0289683	DDB_G0289683					Y					0.915352
DDB_G0289685	DDB_G0289685					Y					0.942101
DDB_G0289687	DDB_G0289687					Y					0.968089
DDB_G0289689	DDB_G0289689		Similar to Strongylocentrotus purpuratus (Purple sea urchin). Fibropellin I (Epidermal growth factor-related protein 1) (UEGF-1).	P:  || F: protein binding || C: 	EGF_2	Y	4				0.997503
DDB_G0289691	DDB_G0289691					Y					0.997028
DDB_G0289693	DDB_G0289693		unknown	P: biological_process || F: molecular_function || C: cellular_component		Y	65		prespore		1
DDB_G0289695	DDB_G0289695					Y	2				1
DDB_G0289697	DDB_G0289697		"FAD dependent oxidoreductase domain-containing protein, berberine domain-containing protein"		"FAD_binding_4, BBE"	Y	3				1
DDB_G0289699	nola2	NHP2	"ribosomal protein L7Ae, H/ACA RNP complex subunit 2"	P: rRNA modification || F: RNA binding || C: small nucleolar ribonucleoprotein complex	Ribosomal_L7Ae	Y					1
DDB_G0289701	DDB_G0289701		"WD40-like domain-containing protein, ezrin/radixin/moesin C-terminal domain-containing protein, putative nucleoporin 214"	"P: biological_process || F: cytoskeletal protein binding || C: cytoplasm, membrane"	MIP-T3	Y	15				0.977326
DDB_G0289703	DDB_G0289703				MFS_1	Y	1				0.942701
DDB_G0289705	DDB_G0289705					Y	5				0.994377
DDB_G0289707	DDB_G0289707		"transmembrane protein, DUF125 family protein"	P: biological_process || F: molecular_function || C: integral to membrane	DUF125	Y	8				0.948694
DDB_G0289709	drkB	"vsk2, rk2"	"protein kinase, TKL group, tyrosine kinase-like protein, DRK subfamily protein kinase"	"P: protein amino acid phosphorylation || F: nucleotide binding, protein kinase activity, ATP binding, kinase activity, transferase activity || C: cellular_component, membrane"	Pkinase_Tyr	Y					0.7946
DDB_G0289711	morg1		"WD40 repeat-containing protein, mitogen-activated protein kinase organizer 1"	P: biological_process || F: molecular_function || C: cellular_component	"WD40, WD40, WD40, WD40"	Y	1				0.996936
DDB_G0289713	DDB_G0289713		SAP DNA-binding domain-containing protein	"P: biological_process || F: nucleic acid binding, DNA binding || C: nucleus"		Y	1				0.992211
DDB_G0289715	DDB_G0289715				DUF125	Y					1
DDB_G0289717	DDB_G0289717		Q94481 Protein cigB (Fragment).	P:  || F: zinc ion binding || C: intracellular	"zf-B_box, FNIP, FNIP, FNIP, FNIP, FNIP, FNIP, FNIP"	Y	1				0.20728
DDB_G0289719	DDB_G0289719			"P:  || F: protein binding, zinc ion binding, metal ion binding || C: "	zf-C3HC4	Y	3				0.937104
DDB_G0289721	ap2s1		"adaptor-related protein complex 2, sigma 1 subunit, sigma adaptin"	"P: transport, intracellular protein transport || F:  || C: coated vesicle membrane"	Clat_adaptor_s	Y	2				0.981395
DDB_G0289723	abhd		"alpha/beta hydrolase fold-1 domain-containing protein, abhydrolase domain-containing protein"	P: biological_process || F: molecular_function || C: phagocytic vesicle	Abhydrolase_1	Y	4				0.807401
DDB_G0289725	fscA		"G-protein-coupled receptor (GPCR) family protein, frizzled and smoothened-like sans CRD protein"	"P: G-protein coupled receptor protein signaling pathway || F: receptor activity, G-protein coupled receptor activity || C: integral to membrane"		Y					0.977589
DDB_G0289727	pyroxd1			P:  || F: oxidoreductase activity || C: 	Pyr_redox_2	Y					0.995737
DDB_G0289729	DDB_G0289729				DUF962	Y					0.995943
DDB_G0289731	DDB_G0289731		N-terminal delta endotoxin domain-containing protein	P: biological_process || F: molecular_function || C: cellular_component		Y	2				1
DDB_G0289733	DDB_G0289733				DUF962	Y	4				1
DDB_G0289735	DDB_G0289735	rabGAP	"RabGAP/TBC domain-containing protein, putative GTPase activating protein (GAP)"		TBC	Y					0.887523
DDB_G0289737	DDB_G0289737					Y					0.993181
DDB_G0289739	DDB_G0289739		Q94481 Protein cigB (Fragment).		"FNIP, FNIP"	Y					0.816867
DDB_G0289741	DDB_G0289741					Y					0.982697
DDB_G0289743	DDB_G0289743				PhyH	Y					0.987039
DDB_G0289745	DDB_G0289745					Y					0.958042
DDB_G0289747	DDB_G0289747					Y	4				0.864014
DDB_G0289749	DDB_G0289749		peptidase S28 family protein	P: proteolysis || F: serine-type peptidase activity || C: centrosome	Peptidase_S28	Y	24				1
DDB_G0289751	DDB_G0289751		Q94481 Protein cigB (Fragment).		"FNIP, FNIP, FNIP, FNIP, FNIP, FNIP, FNIP"	Y	3				0.821757
DDB_G0289753	DDB_G0289753		Q94481 Protein cigB (Fragment).	P:  || F: zinc ion binding || C: intracellular	"zf-B_box, FNIP, FNIP, FNIP, FNIP, FNIP, FNIP, FNIP, FNIP, FNIP, FNIP"	Y	1				0.151489
DDB_G0289755	DDB_G0289755		B1075D06.2 protein.	P:  || F: binding || C: 	HEAT	Y	1				0.999715
DDB_G0289757	DDB_G0289757					Y					0.971039
DDB_G0289759	DDB_G0289759					Y	3				0.976163
DDB_G0289761	DDB_G0289761			P:  || F:  || C: intracellular	"BRCT, BRCT"	Y					0.935107
DDB_G0289763	forF	"dDia1, drf1"	"actin binding protein, formin homology domain-containing protein"	"P: cellular component organization, actin cytoskeleton organization || F: actin binding, profilin binding || C: "	"FH2, Drf_FH3, Drf_GBD"	Y	41				0.998089
DDB_G0289765	DDB_G0289765					Y					1
DDB_G0289767	DDB_G0289767					Y	3				1
DDB_G0289769	DDB_G0289769					Y	2				0.986869
DDB_G0289771	DDB_G0289771				MFS_1	Y	1				0.970735
DDB_G0289773	DDB_G0289773					Y	16				0.916515
DDB_G0289775	DDB_G0289775					Y	19				0.936867
DDB_G0289777	DDB_G0289777		Similar to Dictyostelium discoideum (Slime mold). CIGB protein.		"FNIP, FNIP, FNIP"	Y					0.54894
DDB_G0289779	DDB_G0289779			"P:  || F: monooxygenase activity, flavin-containing monooxygenase activity, disulfide oxidoreductase activity, oxidoreductase activity, FAD binding, NADP or NADPH binding || C: microsome, intrinsic to endoplasmic reticulum membrane"	FMO-like	Y	9				1
DDB_G0289781	DDB_G0289781			P:  || F: binding || C: membrane	Sel1	Y					0.983535
DDB_G0289783	DDB_G0289783					Y					0.972376
DDB_G0289787	DDB_G0289787					Y	35				1
DDB_G0289789	DDB_G0289789					Y					0.971983
DDB_G0289791	drkA	"vsk1, rk1"	"protein kinase, TKL group, tyrosine kinase-like protein, DRK subfamily protein kinase"	"P: protein amino acid phosphorylation || F: nucleotide binding, protein kinase activity, ATP binding, kinase activity, transferase activity || C: cellular_component, membrane"	Pkinase_Tyr	Y	2				0.808808
DDB_G0289793	DDB_G0289793		Group-specific antigen.			Y					0.000979432
DDB_G0289795	DDB_G0289795		Q94481 Protein cigB (Fragment).	P:  || F: zinc ion binding || C: intracellular	"zf-B_box, FNIP, FNIP, FNIP, FNIP, FNIP, FNIP"	Y	2				0.23311
DDB_G0289797	DDB_G0289797					Y	1				0.0478011
DDB_G0289799	DDB_G0289799		Q94481 Protein cigB (Fragment).	P:  || F: zinc ion binding || C: intracellular	"zf-B_box, FNIP, FNIP, FNIP"	Y					0.248349
DDB_G0289801	DDB_G0289801		Q94481 Protein cigB (Fragment).		"FNIP, FNIP, FNIP, FNIP"	Y					0.36529
DDB_G0289803	DDB_G0289803		Q94481 Protein cigB (Fragment).		"FNIP, FNIP"	Y					0.634877
DDB_G0289805	DDB_G0289805		Pol.	"P: RNA-dependent DNA replication || F: RNA binding, RNA-directed DNA polymerase activity || C: "	"RVT_1, Exo_endo_phos"	Y					0.0299058
DDB_G0289807	DDB_G0289807		Similar to hypothetical protein FLJ22405.	P: protein amino acid dephosphorylation || F: phosphoprotein phosphatase activity || C: 		Y	2				0.81769
DDB_G0289809	DDB_G0289809					Y					0.299342
DDB_G0289811	act10	actin10	actin	"P: cell morphogenesis, cytokinesis, endocytosis, cell motion, chemotaxis, vesicle-mediated transport, phototaxis || F: nucleotide binding, structural molecule activity, structural constituent of cytoskeleton, protein binding, ATP binding, myosin binding || C: cytoskeleton, actin filament, actin cytoskeleton, pseudopodium, cell leading edge"	Actin	Y	34				0.0821555
DDB_G0289813	cupF		"calcium up-regulated protein, ricin B lectin domain-containing protein"	"P: response to cation stress || F: molecular_function || C: nucleus, cytoplasm, cell cortex"	"Ricin_B_lectin, Ricin_B_lectin"	Y	10				0.103418
DDB_G0289815	cupB		"calcium up-regulated protein, ricin B lectin domain-containing protein"	"P: multicellular organismal development, response to cation stress || F: molecular_function || C: nucleus, cytoplasm, cell cortex"	Ricin_B_lectin	Y	43	[AS]cupB: abolished aggregation			0.189528
DDB_G0289817	DDB_G0289817		Q94481 Protein cigB (Fragment).	P:  || F: zinc ion binding || C: intracellular	"zf-B_box, FNIP, FNIP, FNIP, FNIP, FNIP, FNIP"	Y	1				0.192013
DDB_G0289819	DDB_G0289819		Q94481 Protein cigB (Fragment).	P:  || F: zinc ion binding || C: intracellular	"zf-B_box, FNIP, FNIP, FNIP, FNIP, FNIP, FNIP, FNIP, FNIP, FNIP, FNIP, FNIP, FNIP, FNIP, FNIP, FNIP, FNIP, FNIP"	Y	14				0.178761
DDB_G0289821	DDB_G0289821		Q94481 Protein cigB (Fragment).		FNIP	Y					0.686916
DDB_G0289823	omt9		O-methyltransferase family 2 protein	P: biological_process || F: O-methyltransferase activity || C: cellular_component	Methyltransf_2	Y	4				0.997209
DDB_G0289825	DDB_G0289825					Y					1
DDB_G0289827	rab18		Rab GTPase	"P: small GTPase mediated signal transduction, protein transport || F: nucleotide binding, GTP binding || C: cellular_component, membrane"	Ras	Y	2				1
DDB_G0289829	DDB_G0289829					Y					0.974154
DDB_G0289831	DDB_G0289831		predicted HD phosphohydrolase family protein	"P: biological_process || F: molecular_function, hydrolase activity || C: cellular_component"		Y	3				1
DDB_G0289833	DDB_G0289833		Phox domain-containing protein	"P: cell communication, intracellular signaling cascade || F: protein binding, phosphoinositide binding || C: centrosome"	PX	Y	7				1
DDB_G0289835	DDB_G0289835		phosphoglycerate/bisphosphoglycerate mutase family protein	P: metabolic process || F: catalytic activity || C: cellular_component	PGAM	Y	3				1
DDB_G0289837	DDB_G0289837					Y					0.979561
DDB_G0289839	DDB_G0289839			P: lipid metabolic process || F: triacylglycerol lipase activity || C: 	Lipase_3	Y					0.89162
DDB_G0289841	DDB_G0289841					Y					1
DDB_G0289843	DDB_G0289843					Y					0.565789
DDB_G0289845	DDB_G0289845					Y					0.930102
DDB_G0289847	DDB_G0289847					Y					0.997654
DDB_G0289849	DDB_G0289849		Q94481 Protein cigB (Fragment).	P:  || F: zinc ion binding || C: intracellular	"zf-B_box, FNIP, FNIP, FNIP, FNIP"	Y	4				0.181226
DDB_G0289851	DDB_G0289851		Similar to Dictyostelium discoideum (Slime mold). CIGB protein.	"P: vesicle-mediated transport || F: zinc ion binding || C: intracellular, integral to membrane"	zf-B_box	Y	1				0.230634
DDB_G0289853	DDB_G0289853					Y					0.00116009
DDB_G0289855	DDB_G0289855		Q94481 Protein cigB (Fragment).		"FNIP, FNIP, FNIP"	Y					0.522508
DDB_G0289857	DDB_G0289857					Y	2				0.00116009
DDB_G0289859	kxcA	RacGEF	"LISK family protein kinase, pleckstrin homology (PH) domain-containing protein, RhoGEF domain-containing protein, IQ calmodulin-binding domain-containing protein, protein kinase, TKL group, tyrosine kinase-like protein"	"P: protein amino acid phosphorylation, regulation of Rho protein signal transduction || F: protein kinase activity, Rho guanyl-nucleotide exchange factor activity, ATP binding, kinase activity || C: intracellular"	"Pkinase, IQ, RhoGEF"	Y					0.891034
DDB_G0289861	DDB_G0289861		unknown	P: biological_process || F: molecular_function || C: extracellular region		Y	16				1
DDB_G0289863	DDB_G0289863				"EGF_2, EGF_2, EGF_2, EGF_2, EGF_2"	Y					0.989938
DDB_G0289865	DDB_G0289865					Y					0.969392
DDB_G0289867	pex1		"peroxisomal biogenesis factor 1, peroxin 1"	"P: peroxisome organization || F: nucleotide binding, ATP binding, nucleoside-triphosphatase activity || C: peroxisome"	"AAA, PEX-1N"	Y	3				0.997829
DDB_G0289869	DDB_G0289869					Y					0.936413
DDB_G0289871	DDB_G0289871					Y					1
DDB_G0289875	uppA	"UDPGP, UDPGP1"	"UDP-glucose pyrophosphorylase, UTP-glucose-1-phosphate uridylyltransferase"	P: metabolic process || F: nucleotidyltransferase activity || C: 	UDPGP	Y	326				1
DDB_G0289877	rps9	"rp1024, V12"	"ribosomal protein 1024, 40S ribosomal protein S9"	"P: translation || F: RNA binding, structural constituent of ribosome, rRNA binding || C: intracellular, ribosome, small ribosomal subunit, ribonucleoprotein complex"	"Ribosomal_S4, S4"	Y	40				1
DDB_G0289879	arsB		arsenite transport subunit B	"P: citrate transport || F: citrate transmembrane transporter activity, arsenite transmembrane-transporting ATPase activity || C: integral to plasma membrane, integral to membrane"	CitMHS	Y	3				0.978145
DDB_G0289881	atg5	APG5	autophagy protein 5	"P: autophagy, cellular response to nitrogen starvation, macroautophagy, sporulation resulting in formation of a cellular spore, sorocarp development, sorocarp morphogenesis || F: molecular_function || C: cytoplasm"	APG5	Y	6	"atg5-: aberrant cellular response to nitrogen starvation, aberrant macroautophagy, abolished aggregation, abolished sporulation, multiple tips"			0.873957
DDB_G0289883	cupG		"calcium up-regulated protein, ricin B lectin domain-containing protein"	"P: response to cation stress || F: molecular_function || C: nucleus, cytoplasm, cell cortex"	Ricin_B_lectin	Y	24				0.115685
DDB_G0289885	sigF		unknown	P: hyperosmotic response || F: molecular_function || C: cellular_component		Y	7				1
DDB_G0289887	DDB_G0289887		unknown	P: biological_process || F: molecular_function || C: cellular_component		Y	4				0.947198
DDB_G0289889	DDB_G0289889				DUF829	Y					1
DDB_G0289891	DDB_G0289891					Y	7				0.947368
DDB_G0289893	ccdc124				DUF1014	Y	1				0.990604
DDB_G0289895	DDB_G0289895					Y					0.947501
DDB_G0289897	DDB_G0289897					Y					0.935264
DDB_G0289899	DDB_G0289899					Y	3				1
DDB_G0289901	DDB_G0289901		unknown	P: biological_process || F: molecular_function || C: cellular_component		Y	236				0.699971
DDB_G0289903	DDB_G0289903					Y					0.947403
DDB_G0289905	DDB_G0289905			P: protein modification process || F:  || C: 	ubiquitin	Y					1
DDB_G0289907	DDB_G0289907		"EGF-like domain-containing protein, C-type lectin domain-containing protein"	P: biological_process || F: sugar binding || C: cellular_component	EGF_2	Y	2				0.999779
DDB_G0289909	DDB_G0289909			P: vesicle-mediated transport || F:  || C: integral to membrane		Y					0.986598
DDB_G0289911	DDB_G0289911					Y					1
DDB_G0289913	DDB_G0289913					Y					0.985475
DDB_G0289915	DDB_G0289915				Scramblase	Y					0.943277
DDB_G0289917	DDB_G0289917		unknown	P: biological_process || F: molecular_function || C: cellular_component		Y	18				0.917813
DDB_G0289919	ponJ		ponticulin-related protein	P: biological_process || F: molecular_function || C: cellular_component		Y	3				1
DDB_G0289921	DDB_G0289921			"P:  || F: nucleotide binding, nucleic acid binding, exonuclease activity || C: intracellular"	"RRM_1, RRM_1, XRN_N, DUF1000"	Y	2				0.997034
DDB_G0289923	agxt		"serine-pyruvate transaminase, alanine-glyoxylate aminotransferase"	P: glyoxylate metabolic process || F: alanine-glyoxylate transaminase activity || C: cellular_component	Aminotran_5	Y	42				0.996735
DDB_G0289925	DDB_G0289925	FMO	"flavin-containing monooxygenase, N,N-dimethylaniline,NADPH:oxygen oxidoreductase, N-oxide-forming"	"P:  || F: monooxygenase activity, flavin-containing monooxygenase activity, disulfide oxidoreductase activity, FAD binding, NADP or NADPH binding || C: microsome, intrinsic to endoplasmic reticulum membrane"	FMO-like	Y					0.91067
DDB_G0289927	DDB_G0289927			"P:  || F: monooxygenase activity, flavin-containing monooxygenase activity, disulfide oxidoreductase activity, oxidoreductase activity, FAD binding, NADP or NADPH binding || C: microsome, intrinsic to endoplasmic reticulum membrane"	FMO-like	Y					0.909491
DDB_G0289929	DDB_G0289929			"P:  || F: monooxygenase activity, flavin-containing monooxygenase activity, oxidoreductase activity, FAD binding, NADP or NADPH binding || C: microsome, intrinsic to endoplasmic reticulum membrane"	FMO-like	Y	12				0.972684
DDB_G0289931	DDB_G0289931			"P:  || F: monooxygenase activity, flavin-containing monooxygenase activity, FAD binding, NADP or NADPH binding || C: microsome, intrinsic to endoplasmic reticulum membrane"	FMO-like	Y					1
DDB_G0289933	DDB_G0289933			P:  || F: nucleic acid binding || C: intracellular	G-patch	Y	7				0.993252
DDB_G0289935	gtf3c5	TFIIIC5	transcription factor IIIC-epsilon subunit	P: transcription from RNA polymerase III promoter || F: RNA polymerase III transcription factor activity || C: transcription factor TFIIIC complex	Tau95	Y	4				0.991535
DDB_G0289937	DDB_G0289937					Y					0.78525
DDB_G0289939	DDB_G0289939		unknown	P: biological_process || F: molecular_function || C: centrosome		Y	2				0.793151
DDB_G0289941	DDB_G0289941			"P:  || F: nucleotide binding, nucleic acid binding || C: "	"RRM_1, RRM_1"	Y	2				1
DDB_G0289943	DDB_G0289943		armadillo-like helical domain-containing protein	P: biological_process || F: molecular_function || C: cellular_component	FPL	Y	2				0.970133
DDB_G0289945	DDB_G0289945					Y	4				1
DDB_G0289947	DDB_G0289947		EGF-like domain-containing protein	P: biological_process || F: molecular_function || C: integral to membrane		Y	2				0.85766
DDB_G0289949	DDB_G0289949		EGF-like domain-containing protein	P: biological_process || F: molecular_function || C: integral to membrane	EGF_2	Y					0.867056
